county_name,year,tmax_mean_grow,tmin_mean_grow,frost_days_bloom,precip_total_grow,precip_rolling_30,precip_rolling_60,precip_rolling_90,temp_variance_grow,gdd_total_grow,precip_deviation,bearing_acres
Hendry,1997,90.72764227642277,69.89837398373983,3,603.25,236.72799999999998,341.503,550.0369999999999,3.4813625750820125,3728.5,-87.74974285714279,
Hendry,1998,92.17479674796748,71.46341463414635,0,661.67,382.397,557.0219999999999,653.034,3.509345684095704,3913.75,-29.329742857142833,
Hendry,1999,90.5691056910569,69.9390243902439,0,728.9799999999999,379.476,504.825,688.0859999999999,3.7138008033240855,3721.25,37.98025714285711,
Hendry,2000,91.35365853658537,70.48780487804878,1,426.847,172.085,305.181,397.51,3.334943966470232,3803.25,-264.1527428571428,
Hendry,2001,89.25409836065573,69.72357723577235,4,717.296,308.356,512.572,688.5939999999999,4.806265668499364,3603.0,26.296257142857257,
Hendry,2002,89.0,71.56198347107438,0,875.0300000000001,511.80999999999995,764.54,834.644,3.777124126457412,3664.0,184.0302571428573,55632.0
Hendry,2003,91.31404958677686,72.77272727272727,2,628.5229999999999,276.98699999999997,408.813,569.5949999999999,2.732621018519398,3877.25,-62.47674285714288,
Hendry,2004,91.6910569105691,71.630081300813,0,578.1039999999999,306.451,410.21,559.8159999999999,3.719972856636414,3894.25,-112.89574285714286,
Hendry,2005,89.6219512195122,72.84959349593495,0,673.4809999999999,320.548,500.507,620.776,4.58943077625755,3842.0,-17.51874285714291,
Hendry,2006,89.8360655737705,70.43442622950819,0,613.6640000000001,266.7,420.116,546.862,3.7047225964066053,3676.5,-77.33574285714269,
Hendry,2007,89.9349593495935,69.9430894308943,1,662.94,360.426,529.8439999999999,623.0619999999999,3.676999483716586,3682.5,-28.059742857142737,68707.0
Hendry,2008,90.03658536585365,69.7560975609756,2,1024.636,530.098,761.8729999999999,991.7429999999999,2.9254190758406367,3677.25,333.6362571428572,
Hendry,2009,90.67073170731707,71.50813008130082,5,904.7479999999999,384.68299999999994,651.256,858.266,3.3010363923311425,3824.0,213.74825714285714,
Hendry,2010,90.66260162601625,73.1869918699187,6,642.239,218.059,396.621,538.4799999999999,2.7081358410242196,3926.75,-48.76074285714276,
Hendry,2011,90.91869918699187,70.21544715447155,2,608.076,280.924,460.62899999999996,560.959,2.9171440556744384,3759.75,-82.92374285714277,
Hendry,2012,90.27642276422765,71.20731707317073,2,847.9789999999999,292.60799999999995,513.9689999999999,749.6809999999999,3.2981634556918413,3781.25,156.97925714285714,94267.0
Hendry,2013,89.58943089430895,71.5569105691057,0,903.9859999999999,351.79,616.3309999999999,804.2909999999999,3.2899701779536854,3760.5,212.98625714285708,
Hendry,2014,91.30081300813008,71.70731707317073,0,642.874,252.09499999999997,429.13300000000004,547.497,3.1124682086719107,3875.0,-48.12574285714277,
Hendry,2015,91.4390243902439,71.64634146341463,0,692.7849999999999,303.657,491.74399999999997,644.271,3.277209782485191,3879.75,1.7852571428570627,
Hendry,2016,91.60975609756098,72.97154471544715,0,821.309,287.274,507.746,700.024,3.6166376612553925,3971.75,130.30925714285718,
Hendry,2017,91.23983739837398,72.10162601626017,0,696.5949999999999,277.114,439.54699999999997,639.064,3.6182311555034006,3895.5,5.595257142857122,65849.0
Hendry,2018,89.96341463414635,71.70325203252033,2,724.662,289.433,468.122,610.997,3.003529843932076,3792.5,33.66225714285724,
Hendry,2019,89.64166666666667,71.39583333333333,0,802.259,315.722,532.6379999999999,686.5619999999999,3.232050194440636,3662.25,111.25925714285722,
Hendry,2020,90.04347826086956,70.52173913043478,0,697.9919999999998,302.514,373.126,606.552,4.106886181934602,3482.5,6.992257142857056,
Hendry,2021,89.89156626506023,71.01204819277109,0,425.19599999999997,302.26,421.64,,3.1157039223153085,2527.5,-265.8037428571428,
Hendry,2022,91.02777777777777,71.37037037037037,0,503.42800000000005,242.31599999999997,373.888,487.1719999999999,2.7290693129053616,3369.5,-187.57174285714274,52114.0
Hendry,2023,90.53846153846153,71.11965811965813,0,610.87,297.43399999999997,462.28,591.3119999999999,3.4529808749943762,3607.0,-80.12974285714279,
Hendry,2024,91.29166666666667,72.63333333333334,0,603.5039999999999,314.96,462.02599999999995,590.804,3.537068608570761,3835.5,-87.49574285714289,
Highlands,1990,92.03252032520325,71.30081300813008,0,735.838,394.20799999999997,614.4259999999999,695.706,2.947449465214516,3895.0,43.24894285714288,
Highlands,1991,89.73983739837398,70.9349593495935,2,874.522,388.36599999999993,611.3779999999999,786.8919999999999,3.313750285846921,3731.5,181.93294285714296,
Highlands,1992,89.00813008130082,68.42276422764228,3,732.79,414.02,509.524,701.294,4.282055456642269,3532.0,40.20094285714288,
Highlands,1993,89.59349593495935,68.53658536585365,1,493.268,234.188,304.03799999999995,414.02,3.966741649969946,3575.0,-199.32105714285711,
Highlands,1994,89.1869918699187,69.8048780487805,0,647.1919999999999,348.996,466.852,631.952,3.7751334652249353,3628.0,-45.39705714285719,
Highlands,1995,90.15447154471545,70.9430894308943,2,770.636,301.24399999999997,499.872,713.9939999999999,4.18238405682379,3757.5,78.04694285714288,
Highlands,1996,89.65833333333333,69.925,7,442.976,193.54799999999997,300.228,392.68399999999997,3.642641560051442,3575.0,-249.6130571428571,
Highlands,1997,89.46280991735537,69.55371900826447,2,718.566,291.33799999999997,491.998,679.4499999999999,3.511982636427392,3570.5,25.976942857142944,
Highlands,1998,92.6260162601626,70.99186991869918,0,380.74600000000004,187.706,305.054,353.82199999999995,3.9430336452536507,3912.5,-311.84305714285705,
Highlands,1999,89.14634146341463,69.47967479674797,1,769.112,276.60599999999994,500.63399999999996,691.388,3.827602354488559,3605.5,76.52294285714288,
Highlands,2000,90.91803278688525,69.22950819672131,1,427.482,166.878,328.168,419.86199999999997,3.326801168607025,3669.0,-265.10705714285706,
Highlands,2001,88.87704918032787,69.40983606557377,6,741.4259999999999,373.888,553.9739999999999,692.6579999999999,4.249604490789681,3555.5,48.836942857142844,
Highlands,2002,90.55737704918033,71.13934426229508,4,798.0679999999999,446.78599999999994,571.754,743.712,4.0330231474538625,3763.5,105.47894285714278,75984.0
Highlands,2003,90.30327868852459,71.81147540983606,6,1115.3139999999999,428.2439999999999,739.3939999999999,1006.8559999999999,2.6250205643029054,3789.0,422.72494285714276,
Highlands,2004,90.63716814159292,69.52212389380531,0,516.89,278.13,431.292,503.936,3.52810639948951,3399.0,-175.6990571428571,
Highlands,2005,88.869918699187,70.9430894308943,2,787.908,405.89199999999994,594.868,706.374,4.589652205819649,3678.5,95.31894285714293,
Highlands,2006,90.67213114754098,69.48780487804878,2,493.0139999999999,254.254,355.346,461.77199999999993,3.8983841173568097,3668.5,-199.5750571428572,
Highlands,2007,92.09756097560975,69.7479674796748,2,569.976,265.42999999999995,425.45,530.8599999999999,4.102007973204722,3803.5,-122.61305714285709,53539.0
Highlands,2008,90.8821138211382,68.6178861788618,2,863.4729999999998,323.84999999999997,614.4259999999999,811.0219999999999,2.916938450047376,3659.25,170.88394285714276,
Highlands,2009,91.50813008130082,69.52439024390245,6,718.3119999999999,269.62100000000004,477.647,662.0509999999999,2.8087857914558776,3753.5,25.72294285714281,
Highlands,2010,92.32113821138212,71.78455284552845,14,796.29,341.75699999999995,574.1669999999999,719.2009999999999,2.7543780956607593,3942.5,103.70094285714288,
Highlands,2011,92.0040650406504,69.48780487804878,2,603.1229999999999,286.63899999999995,449.19899999999996,534.289,3.0578412607692558,3781.75,-89.46605714285715,
Highlands,2012,90.49186991869918,69.64227642276423,4,661.5429999999999,218.313,378.587,554.482,3.16809384423678,3698.25,-31.046057142857194,43433.0
Highlands,2013,89.70731707317073,69.95528455284553,0,1024.636,428.3709999999999,751.459,909.7009999999999,3.2339938950768974,3669.25,332.0469428571429,
Highlands,2014,91.28455284552845,69.89430894308943,2,600.71,270.637,434.34,520.954,2.802283393314594,3762.5,-91.87905714285705,
Highlands,2015,91.38617886178862,69.98780487804878,1,901.1919999999999,463.42299999999994,592.582,845.185,3.0019208387038785,3774.5,208.6029428571428,
Highlands,2016,91.6951219512195,70.67886178861788,1,703.3259999999999,295.529,408.305,547.37,3.575092654044927,3836.0,10.736942857142822,
Highlands,2017,91.15040650406505,70.22357723577235,0,815.848,306.578,507.36499999999995,741.68,3.628176934244919,3774.5,123.25894285714287,40799.0
Highlands,2018,90.60569105691057,71.7439024390244,3,899.668,361.44199999999995,604.139,766.1909999999999,3.9089284266606144,3834.5,207.07894285714292,
Highlands,2019,92.5650406504065,72.01219512195122,0,623.443,250.571,405.13,540.385,2.894992390483427,3971.5,-69.1460571428571,
Highlands,2020,91.53252032520325,71.61382113821138,1,715.899,360.934,485.267,624.967,3.5717125417845255,3883.5,23.309942857142914,
Highlands,2021,91.5040650406504,71.33333333333333,1,668.02,379.85699999999997,576.199,640.334,2.820806720268528,3864.5,-24.569057142857105,
Highlands,2022,91.98360655737704,69.55737704918033,3,132.84199999999998,132.84199999999998,132.84199999999998,132.84199999999998,3.24478884580198,3754.0,-559.7470571428571,27449.0
Highlands,2023,92.09756097560975,70.48780487804878,2,775.2079999999999,311.404,506.984,685.292,2.901143455029643,3849.0,82.61894285714277,
Highlands,2024,92.78048780487805,71.5609756097561,0,721.36,288.29,549.148,683.26,3.3253536367244143,3957.0,28.770942857142927,
Polk,1990,92.4349593495935,72.63821138211382,0,582.295,255.39699999999996,406.27299999999997,506.85699999999997,2.877954184002804,4002.0,-119.53663333333338,
Polk,1991,91.22357723577235,73.02032520325203,1,793.496,315.34099999999995,542.29,675.6399999999999,2.814047936162163,3951.0,91.66436666666664,
Polk,1992,91.03658536585365,71.07723577235772,0,579.755,255.524,348.61499999999995,559.5619999999999,3.8704273558398254,3820.0,-122.07663333333335,
Polk,1993,91.65040650406505,71.44715447154472,0,402.59,158.369,257.17499999999995,359.537,3.606650823308077,3880.5,-299.24163333333337,
Polk,1994,91.04878048780488,71.95528455284553,0,775.716,328.803,542.798,748.5379999999999,2.711099403564834,3874.75,73.88436666666666,
Polk,1995,91.83333333333333,73.65853658536585,1,884.301,355.473,589.407,827.278,3.406639290683797,4027.75,182.4693666666667,
Polk,1996,89.3821138211382,74.11382113821138,3,521.208,265.938,351.282,495.80799999999994,2.9462961610988416,3905.0,-180.62363333333337,
Polk,1997,88.869918699187,73.6178861788618,1,459.486,236.22000000000003,399.796,433.832,3.423542766682375,3843.0,-242.34563333333335,
Polk,1998,91.22764227642277,75.02032520325203,0,551.9419999999999,315.214,476.885,527.939,4.017508827925627,4074.25,-149.88963333333345,
Polk,1999,89.5,72.9349593495935,1,467.23299999999995,184.404,290.068,415.417,3.642868622840891,3839.75,-234.5986333333334,
Polk,2000,90.84552845528455,73.1219512195122,0,479.298,222.63099999999997,376.68199999999996,477.901,2.678183016081291,3934.0,-222.53363333333334,
Polk,2001,89.38617886178862,72.57723577235772,2,578.7389999999998,257.81,451.231,536.0669999999999,3.509245988865583,3810.75,-123.09263333333354,
Polk,2002,89.26829268292683,73.08943089430895,0,842.7719999999999,349.12300000000005,569.2139999999999,783.082,3.073080290362033,3835.0,140.9403666666666,102295.0
Polk,2003,89.130081300813,74.13414634146342,1,768.223,306.324,494.792,701.04,2.6003131891871387,3890.75,66.39136666666661,
Polk,2004,90.02845528455285,73.48780487804878,0,834.644,412.496,614.1719999999999,790.956,3.0764179810772805,3906.25,132.81236666666666,
Polk,2005,89.20325203252033,74.01626016260163,1,711.581,413.131,540.766,650.2399999999999,4.0820666366588005,3888.0,9.749366666666674,
Polk,2006,89.9430894308943,73.4349593495935,0,596.392,225.171,408.55899999999997,519.43,3.1914352930368928,3897.75,-105.43963333333329,
Polk,2007,90.39430894308943,73.47560975609755,0,608.3299999999999,259.334,402.844,538.9879999999999,3.666000205991429,3928.0,-93.50163333333342,83294.0
Polk,2008,89.68834688346884,71.78184281842819,1,725.8473333333334,278.72266666666667,474.13333333333327,697.1453333333334,2.810496147072802,3780.416666666667,24.015700000000038,
Polk,2009,90.4539295392954,72.1720867208672,3,845.9893333333334,305.562,570.992,750.2313333333333,3.269351858152939,3851.5000000000005,144.1577000000001,
Polk,2010,91.24119241192412,74.13008130081302,7,625.7713333333334,267.29266666666666,457.03066666666666,562.0173333333333,2.9113498183904545,4020.3333333333335,-76.06029999999998,
Polk,2011,91.19783197831978,72.58536585365853,1,652.9493333333334,292.77733333333333,490.8973333333333,584.8773333333332,3.18518811252281,3922.666666666667,-48.88229999999999,
Polk,2012,89.96815718157181,72.30420054200542,1,880.2370000000001,366.395,548.4495,773.049,2.863658041324337,3829.75,178.40536666666674,65724.0
Polk,2013,89.15040650406505,71.7439024390244,0,926.5284999999999,338.836,616.1405,811.3394999999999,3.471006940019318,3745.0,224.69686666666655,
Polk,2014,90.6239837398374,71.9410569105691,0,644.8425,256.413,393.44599999999997,507.3015,3.1868669387000366,3847.75,-56.98913333333337,
Polk,2015,90.98577235772358,72.83672086720868,1,891.6669999999999,345.5035,570.9285,808.0374999999999,2.9665658812981213,3925.0833333333335,189.83536666666657,
Polk,2016,91.18631436314362,73.29065040650407,0,721.1906666666666,245.68149999999997,373.0413333333333,597.5561666666667,3.3149781739565656,3965.3333333333335,19.359033333333286,
Polk,2017,91.18360433604336,72.89566395663957,0,859.3666666666666,312.5681666666666,575.0136666666666,784.3096666666665,3.326426576569381,3940.875,157.53503333333322,66988.0
Polk,2018,90.07249322493226,73.29268292682927,1,962.9139999999998,339.7885,548.1954999999999,764.4976666666666,3.220900257499547,3896.9583333333335,261.0823666666664,
Polk,2019,91.49322493224932,73.74119241192412,0,846.709,312.9703333333333,516.4454999999999,740.664,2.710000401096878,4011.916666666667,144.8773666666666,
Polk,2020,91.33333333333333,73.4451219512195,0,709.1044999999999,284.47999999999996,435.16549999999995,617.093,3.27835466196345,3983.875,7.272866666666573,
Polk,2021,91.10772357723577,73.3821138211382,0,639.953,340.868,530.2884999999999,626.6814999999999,2.6222333782821963,3966.125,-61.87863333333337,
Polk,2022,92.58807588075881,73.92344173441735,1,642.6623333333333,239.69133333333332,400.89666666666665,548.4071666666667,2.5716796198311056,4090.4583333333335,-59.16930000000002,54692.0
Polk,2023,92.02235772357723,73.67682926829268,0,735.5205,266.1285,464.75649999999996,606.679,3.052479529959375,4040.5,33.68886666666663,
Polk,2024,92.72967479674797,74.60569105691057,0,814.8531666666667,345.3976666666667,585.1101666666667,759.8621666666667,2.249907442525883,4141.125,113.02153333333331,
